SMILES,nRotB,XLogP,nAtomLAC,AMR,nHBDon,nAtomP,ALogp2,naAromAtom,nAtomLC,nAtom,nB,MLogP,nAromBond,ALogP,LipinskiFailures
InChI%3D1S%2FC8H10N2O3%2Fc1-2-13-6-3-4-7%289%298%285-6%2910%2811%2912%2Fh3-5H%2C2%2C9H2%2C1H3,3.0,2.49000000953674,2.0,18.7175006866455,,11.0,0.357484400272369,6.0,3.0,23.0,13.0,1.78999996185303,6.0,-0.597899973392487,0.0
InChI%3D1S%2FC8H10O2%2Fc1-9-7-3-5-8%2810-2%296-4-7%2Fh3-6H%2C1-2H3,2.0,1.90799999237061,0.0,14.6316003799438,,8.0,0.0107329599559307,6.0,2.0,20.0,10.0,2.11999988555908,6.0,-0.10360000282526,0.0
InChI%3D1S%2FC10H22N2%2Fc1-9%282%2C11%298-4-6-10%283%2C12%297-5-8%2Fh8H%2C4-7%2C11-12H2%2C1-3H3,2.0,-1.20700001716614,2.0,24.0685005187988,2.0,4.0,0.895862221717834,0.0,6.0,14.0,5.0,1.46000003814697,0.0,-0.94650000333786,0.0
InChI%3D1S%2FC5H10N2O2S%2Fc1-4%2810-3%297-9-5%288%296-2%2Fh1-3H3%2C%28H%2C6%2C8%29,3.0,1.63300001621246,0.0,40.3573989868164,1.0,6.0,0.946145296096802,0.0,10.0,20.0,9.0,1.46000003814697,0.0,0.972699999809265,0.0
InChI%3D1S%2FC15H12O%2Fc1-2-15%2816%2C13-9-5-3-6-10-13%2914-11-7-4-8-12-14%2Fh1%2C3-12%2C16H,2.0,5.375,3.0,12.631799697876,,6.0,0.000388090003980324,12.0,4.0,28.0,17.0,3.0,12.0,0.0197000000625849,1.0
InChI%3D1S%2FC8H18S2%2Fc1-3-5-9-7-8-10-6-4-2%2Fh3-8H2%2C1-2H3,7.0,3.71399998664856,3.0,52.0564002990723,0.0,0.0,0.568817615509033,0.0,10.0,28.0,9.0,2.11999988555908,0.0,0.754199981689453,0.0
InChI%3D1S%2FC7H6O%2Fc8-6-7-4-2-1-3-5-7%2Fh1-6H,1.0,3.07999992370605,0.0,6.29390001296997,,8.0,0.0370177589356899,6.0,2.0,14.0,8.0,2.11999988555908,6.0,-0.192399993538857,0.0
InChI%3D1S%2FC2H3Cl3O%2Fc3-2%284%2C5%291-6%2Fh6H%2C1H2,1.0,1.33700001239777,2.0,28.215799331665,1.0,0.0,1.53636026382446,0.0,6.0,9.0,5.0,1.24000000953674,0.0,1.23950004577637,0.0
InChI%3D1S%2FC2Cl4%2Fc3-1%284%292%285%296,6.0,3.89599990844727,2.0,92.9802017211914,0.0,16.0,9.07093906402588,6.0,9.0,38.0,23.0,2.11999988555908,6.0,3.01180005073547,0.0
InChI%3D1S%2FC6H4Cl3N%2Fc7-3-1-2-4%2810%296%289%295%283%298%2Fh1-2H%2C10H2,0.0,2.05399990081787,0.0,21.0688991546631,,7.0,2.19928908348083,6.0,0.0,14.0,10.0,1.67999994754791,6.0,1.48300004005432,0.0
InChI%3D1S%2FC12H10O%2Fc1-3-7-11%288-4-1%2913-12-9-5-2-6-10-12%2Fh1-10H,7.0,3.35899996757507,2.0,92.7779998779297,,10.0,8.20249557495117,6.0,10.0,36.0,22.0,1.78999996185303,6.0,2.86400008201599,0.0
InChI%3D1S%2FC10H10N2O2S%2Fc1-9-2-4-10%285-3-9%2915%2813%2C14%2912-7-6-11-8-12%2Fh2-8H%2C1H3,2.0,0.861000001430511,0.0,62.6654014587402,,10.0,0.00559504004195333,6.0,2.0,29.0,16.0,2.00999999046326,6.0,0.0747999995946884,0.0
InChI%3D1S%2FC6H9NO%2Fc1-4-5%282%298-6%283%297-4%2Fh1-3H3,5.0,2.10800004005432,4.0,60.7272987365723,0.0,7.0,1.12042224407196,6.0,7.0,25.0,15.0,2.00999999046326,6.0,1.05850005149841,0.0
InChI%3D1S%2FC5H13N%2Fc1-4%282%295%283%296%2Fh4-5H%2C6H2%2C1-3H3,1.0,0.972000002861023,4.0,27.7865009307861,1.0,0.0,0.0310112107545137,0.0,6.0,19.0,5.0,1.89999997615814,0.0,-0.176100000739098,0.0
InChI%3D1S%2FC9H7N%2Fc1-2-6-9-8%284-1%295-3-7-10-9%2Fh1-7H,0.0,3.02800011634827,0.0,0.0,,10.0,0.0,10.0,0.0,17.0,11.0,2.33999991416931,11.0,0.0,0.0
InChI%3D1S%2FC10H11NO4%2Fc1-14-9%2812%296-3-4-7%288%2811%295-6%2910%2813%2915-2%2Fh3-5H%2C11H2%2C1-2H3,5.0,4.70599985122681,4.0,104.094299316406,,14.0,4.71671533584595,6.0,8.0,51.0,29.0,3.10999989509583,6.0,2.17179989814758,0.0
InChI%3D1S%2FC8H8N2O%2Fc1-5-3-6%282%2910-8%2811%297%285%294-9%2Fh3H%2C1-2H3%2C%28H%2C10%2C11%29,1.0,-0.225999996066093,0.0,20.808500289917,,5.0,0.000576000020373613,0.0,6.0,12.0,5.0,1.24000000953674,0.0,-0.0240000002086163,0.0
InChI%3D1S%2FC10H12O%2Fc1-8%282%2910-5-3-9%287-11%294-6-10%2Fh3-8H%2C1-2H3,2.0,4.48000001907349,0.0,20.5617008209229,,8.0,0.144780248403549,6.0,2.0,23.0,11.0,2.45000004768372,6.0,0.380499988794327,0.0
InChI%3D1S%2FC5H8O%2Fc1-3-4-5%282%296%2Fh1%2C5-6H%2C4H2%2C2H3,1.0,0.386999994516373,5.0,24.4908008575439,1.0,2.0,0.135350406169891,0.0,6.0,14.0,5.0,1.89999997615814,0.0,0.367900013923645,0.0
InChI%3D1S%2FC9H16ClNO2%2Fc10-6-7-13-9%2812%2911-8-4-2-1-3-5-8%2Fh8H%2C1-7H2%2C%28H%2C11%2C12%29,4.0,2.95799994468689,2.0,42.7302017211914,1.0,4.0,0.133809641003609,0.0,7.0,29.0,13.0,2.00999999046326,0.0,-0.365799993276596,0.0
InChI%3D1S%2FC9H10O3%2Fc1-11-8-4-3-7%286-10%299%285-8%2912-2%2Fh3-6H%2C1-2H3,3.0,1.55900001525879,0.0,20.925500869751,,10.0,0.0876159965991974,6.0,2.0,22.0,12.0,2.11999988555908,6.0,-0.296000003814697,0.0
InChI%3D1S%2F2C21H22N2O2.H2O4S%2Fc2%2A24-18-10-16-19-13-9-17-21%286-7-22%2817%2911-12%2813%295-8-25-16%2914-3-1-2-4-15%2814%2923%2818%2920%2819%2921%3B1-5%282%2C3%294%2Fh2%2A1-5%2C13%2C16-17%2C19-20H%2C6-11H2%3B%28H2%2C1%2C2%2C3%2C4%29,0.0,1.69799995422363,0.0,148.869995117188,2.0,9.0,4.95507621765137,12.0,5.0,101.0,66.0,4.65000009536743,12.0,-2.2260000705719,1.0
InChI%3D1S%2FC7H8%2Fc1-7-5-3-2-4-6-7%2Fh2-6H%2C1H3,0.0,2.47399997711182,0.0,35.2378005981445,,6.0,3.42176008224487,6.0,0.0,15.0,7.0,2.23000001907349,6.0,1.84979999065399,0.0
InChI%3D1S%2FC6H5Cl%2Fc7-6-4-2-1-3-5-6%2Fh1-5H,0.0,3.1029999256134,0.0,5.61560010910034,,6.0,0.553982496261597,6.0,0.0,12.0,7.0,2.00999999046326,6.0,0.744300007820129,0.0
InChI%3D1S%2FC8H10O%2Fc1-6-3-4-8%289%297%282%295-6%2Fh3-5%2C9H%2C1-2H3,0.0,1.51900005340576,0.0,41.125301361084,,7.0,3.00363564491272,6.0,0.0,19.0,9.0,2.23000001907349,6.0,1.73310005664825,0.0
InChI%3D1S%2FC9H9N%2Fc1-4-7-10%288-5-2%299-6-3%2Fh1-3H%2C7-9H2,9.0,0.653999984264374,2.0,90.2341003417969,0.0,22.0,0.0134560000151396,12.0,7.0,42.0,30.0,1.35000002384186,12.0,-0.11599999666214,0.0
InChI%3D1S%2FC7H8O%2Fc1-6-2-4-7%288%295-3-6%2Fh2-5%2C8H%2C1H3,0.0,2.36700010299683,0.0,8.06669998168945,,7.0,0.033014889806509,6.0,0.0,16.0,8.0,2.11999988555908,6.0,0.181700006127357,0.0
InChI%3D1S%2FC11H16ClO2PS3%2Fc1-3-13-15%2816%2C14-4-2%2918-9-17-11-7-5-10%2812%296-8-11%2Fh5-8H%2C3-4%2C9H2%2C1-2H3,8.0,5.39900016784668,2.0,63.0668983459473,,6.0,11.5899391174316,6.0,11.0,34.0,18.0,1.89999997615814,6.0,3.40440011024475,1.0
InChI%3D1S%2FC11H9N%2Fc1-2-4-10%285-3-1%2911-6-8-12-9-7-11%2Fh1-9H,1.0,1.79499995708466,0.0,55.9019012451172,,12.0,0.534068644046783,12.0,0.0,21.0,13.0,2.55999994277954,12.0,0.730799973011017,0.0
InChI%3D1S%2FC14H20ClNO2%2Fc1-4-11-7-6-8-12%285-2%2914%2811%2916%2810-18-3%2913%2817%299-15%2Fh6-8H%2C4-5%2C9-10H2%2C1-3H3,1.0,3.43099999427795,2.0,143.097305297852,,4.0,0.196160405874252,0.0,2.0,85.0,43.0,4.21000003814697,0.0,0.442900002002716,0.0
InChI%3D1S%2FC12H10OS%2Fc13-14%2811-7-3-1-4-8-11%2912-9-5-2-6-10-12%2Fh1-10H,2.0,0.108000002801418,0.0,69.7322006225586,,14.0,1.93766403198242,12.0,2.0,24.0,15.0,2.55999994277954,12.0,1.39199995994568,0.0
InChI%3D1S%2FC4H9NO%2Fc1-3-4%282%295-6%2Fh6H%2C3H2%2C1-2H3,1.0,0.680999994277954,4.0,24.7532005310059,1.0,3.0,0.0158508103340864,0.0,6.0,15.0,5.0,1.67999994754791,0.0,-0.125900000333786,0.0
InChI%3D1S%2FC8H8O4%2Fc1-12-8%2811%296-3-2-5%289%294-7%286%2910%2Fh2-4%2C9-10H%2C1H3,2.0,0.85699999332428,0.0,17.1175994873047,,11.0,0.827008366584778,6.0,4.0,20.0,12.0,1.89999997615814,6.0,-0.90939998626709,0.0
InChI%3D1S%2FC11H16O%2Fc1-11%282%2C12%299-8-10-6-4-3-5-7-10%2Fh3-7%2C12H%2C8-9H2%2C1-2H3,3.0,4.63500022888184,4.0,25.6497993469238,,6.0,0.204123243689537,6.0,6.0,28.0,12.0,2.55999994277954,6.0,0.451799988746643,0.0
InChI%3D1S%2FC7H4ClFO%2Fc8-6-2-1-3-7%289%295%286%294-10%2Fh1-4H,4.0,3.3289999961853,0.0,70.8383026123047,,11.0,10.2886981964111,6.0,7.0,23.0,16.0,1.24000000953674,6.0,3.20760011672974,0.0
InChI%3D1S%2FCH2Cl2%2Fc2-1-3%2Fh1H2,2.0,0.804000020027161,0.0,47.7925987243652,0.0,9.0,0.624890267848969,6.0,2.0,22.0,11.0,2.00999999046326,6.0,-0.790499985218048,0.0
InChI%3D1S%2FC16H22O4%2Fc1-3-5-10-19-15%2817%2913-8-7-9-14%2812-13%2916%2818%2920-11-6-4-2%2Fh7-9%2C12H%2C3-6%2C10-11H2%2C1-2H3,0.0,1.88199996948242,0.0,52.6082000732422,,9.0,2.5115909576416,6.0,2.0,14.0,11.0,1.78999996185303,6.0,1.58480000495911,0.0
InChI%3D1S%2FC6H10O%2Fc7-6-4-2-1-3-5-6%2Fh1-5H2,3.0,1.6360000371933,0.0,67.7629013061523,0.0,9.0,1.27148175239563,6.0,3.0,26.0,18.0,2.00999999046326,6.0,1.1275999546051,0.0
InChI%3D1S%2FC8H18S2%2Fc1-7%282%2C3%299-10-8%284%2C5%296%2Fh1-6H3,3.0,3.66599988937378,3.0,54.5880012512207,0.0,0.0,10.5521020889282,0.0,10.0,28.0,9.0,2.11999988555908,0.0,3.24839997291565,0.0
InChI%3D1S%2FC14H9Cl5O%2Fc15-11-5-1-9%282-6-11%2913%2820%2C14%2817%2C18%2919%2910-3-7-12%2816%298-4-10%2Fh1-8%2C20H,3.0,6.1100001335144,2.0,37.0377998352051,,6.0,5.91267871856689,12.0,6.0,29.0,21.0,2.33999991416931,12.0,2.43160009384155,1.0
InChI%3D1S%2FC16H12O%2Fc1-3-7-13%288-4-1%2915-11-12-16%2817-15%2914-9-5-2-6-10-14%2Fh1-12H,2.0,3.3050000667572,0.0,80.3831024169922,,17.0,5.30611228942871,17.0,0.0,29.0,19.0,3.10999989509583,17.0,2.3034999370575,0.0
InChI%3D1S%2FC21H16N2%2Fc1-4-10-16%2811-5-1%2919-20%2817-12-6-2-7-13-17%2923-21%2822-19%2918-14-8-3-9-15-18%2Fh1-15H%2C%28H%2C22%2C23%29,3.0,8.98400020599365,0.0,0.0,0.0,6.0,0.0,18.0,0.0,38.0,26.0,3.54999995231628,23.0,0.0,1.0
InChI%3D1S%2FC11H8O2%2Fc1-7-6-10%2812%298-4-2-3-5-9%288%2911%287%2913%2Fh2-6H%2C1H3,0.0,0.672999978065491,0.0,53.7331008911133,,12.0,1.66952240467072,6.0,0.0,21.0,14.0,2.45000004768372,6.0,1.29209995269775,0.0
InChI%3D1S%2FC7H9N%2Fc1-6-2-4-7%288%295-3-6%2Fh2-5H%2C8H2%2C1H3,0.0,2.29999995231628,0.0,9.72420024871826,,7.0,0.0116424104198813,6.0,0.0,17.0,8.0,2.11999988555908,6.0,-0.107900001108646,0.0
InChI%3D1S%2FC6H5N3O4%2Fc7-5-2-1-4%288%2810%2911%293-6%285%299%2812%2913%2Fh1-3H%2C7H2,2.0,,0.0,,,13.0,,6.0,2.0,18.0,13.0,1.35000002384186,6.0,,0.0
InChI%3D1S%2FC10H15N%2Fc1-2-3-4-9-5-7-10%2811%298-6-9%2Fh5-8H%2C2-4%2C11H2%2C1H3,3.0,4.00699996948242,4.0,20.8094005584717,,7.0,1.46942889690399,6.0,4.0,26.0,11.0,2.45000004768372,6.0,-1.21220004558563,0.0
